,Distance (km),Distance (km).1,Distance (km).2,Caisson Platform,Fixed Platform,Well Protector Platform,Pipeline,Fault,Salt dome,Shipping Route (w/5 MI Buffer),Shipping Route (w/10 mi Buffer),Fault.1,Active Wells,P&A Wells,Caisson Platform.1,Major Platform,Well Protector Platform.1,Pipeline.1,Salt dome.1,EOR Wells,Shipping Route (w/10 mi Buffer).1,Number of plays,(SUM) Injectivity W Depth - (kh),"(SUM) Quality W/O Depth - ([h x E]/[1,000 feet to reservoir bottom])",Capacity per Grid - (million tonnes),Water Depth - (feet),Average Calculated Water Depth - (feet),"(SUM) Hydrocarbon Potential W/O Depth - ([h x So]/[1,000 feet to reservoir bottom])",Recoverable Oil (barrels)/acre foot,(Sum) Projected Remaining OIP - (barrels),New Injectivity (mD/MPa °K),Subsea Depth - (feet),Average Calculated Subsea Depth of Reservoirs - (feet),Sum of injectivity proxy - (kh),"Sum of hydrocarbon potential - ([h x So]/[1,000 feet to reservoir bottom])",Sum of recoverable oil per acre-foot,Projected remaining oil in place (barrels),Pipeline ROW proxy,Density of active caisson platform infrastructure,Density of active well protector platform infrastructure,Density of major active multi-purpose platform infrastructure- major,Distance to closest on-shore CO2 source > 25000 tonnes,Within major shipping route buffer area,Subsea depth - Saline Reservoirs,Water depth - Saline Reservoirs,Subsea depth - Oil Reservoirs,Water depth - Oil Reservoirs,Above salt domes,Active Well Density,P&A Well Density,Faults,Sum of Reservoir Quality W/O Depth (feet),New Injectivity,S1,S3,Viability_score1_quartile,Viability_score3_quartile
520,67.30519855,67.34186549,74.74082998,0,0,0,1,1,0,0,0,1,3,19,0,0,0,11,0,0,0,7,75.0,6236.44,5819,786.31,112.33,0.0,0.0,0,34558839.98,45243,6463.285714,18.561,0.0,0.0,0.0,100.0,0.0,0.0,0.0,29.6997,0.0,58.939,75.221,58.939,75.221,0.0,99.3258,92.0168,0.0,20.2056,27.854,54.5855537,35.17830683,50,50
521,66.54209524,67.16756226,73.76288061,0,0,0,1,1,0,0,0,2,1,8,0,0,0,3,0,0,0,8,84.93,7516.88,6439,831.58,103.9475,0.0,0.0,0,37712149.23,54235,6779.375,21.0591,0.0,0.0,0.0,100.0,0.0,0.0,0.0,29.3014,0.0,55.0312,77.8028,55.0312,77.8028,0.0,99.7753,96.6387,0.0,24.4993,30.4932,56.4526453,36.29394845,50,50
522,73.68163466,74.9747609,81.36239055,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,1,0,0,6,29.14,5593.2,5365,698.2,116.3666667,0.0,0.0,0,14646663.86,43771,7295.166667,7.0239,0.0,0.0,0.0,100.0,0.0,0.0,0.0,32.3969,0.0,48.6545,73.9777,48.6545,73.9777,100.0,100.0,99.1597,100.0,18.0487,11.1881,56.80170335,37.68927914,50,50
523,74.37233257,75.03815637,81.67080282,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,5,24.95,3569.52,3586,656.76,131.352,0.0,0.0,0,13127195.42,29557,5911.4,5.9698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5225,0.0,65.762,69.3621,65.762,69.3621,100.0,100.0,99.5798,100.0,11.2627,9.9164,34.22934652,16.76432927,25,25
524,66.54255079,67.05258223,73.44026017,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,9,92.28,8585.84,11066,871.24,96.80444444,0.0,0.0,0,41317318.25,65133,7237.0,22.9082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.17,0.0,49.3736,80.0029,49.3736,80.0029,0.0,100.0,99.5798,0.0,28.0838,33.5107,38.14864677,17.27892158,25,25
525,67.30654968,67.12335399,73.78156594,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,6,32.3,4638.48,8213,696.42,116.07,0.0,0.0,0,16732364.44,40455,6742.5,7.8189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.309,0.0,55.4871,74.0691,55.4871,74.0691,100.0,100.0,99.5798,100.0,14.8472,12.9338,36.31036536,17.23521014,25,25
526,60.25875545,60.12821269,66.97167246,0,0,0,1,0,0,0,1,0,0,4,0,0,0,2,0,0,1,9,119.31,8617.07,6743,889.15,98.79444444,0.0,0.0,0,47622511.52,60158,6684.222222,29.7082,0.0,0.0,0.0,100.0,0.0,0.0,0.0,26.5351,0.0,56.2076,79.39,56.2076,79.39,0.0,100.0,98.3193,100.0,28.1885,38.7879,63.48337081,41.57303998,75,50
527,59.40520429,59.26051917,65.87923479,0,0,0,1,1,0,0,1,1,1,4,0,0,0,4,0,0,1,7,75.0,6236.44,5819,786.31,112.33,0.0,0.0,0,34558839.98,45243,6463.285714,18.561,0.0,0.0,0.0,100.0,0.0,0.0,0.0,26.0902,0.0,58.939,75.221,58.939,75.221,0.0,99.7753,98.3193,0.0,20.2056,27.854,54.35064604,35.25852522,50,50
528,53.23950876,52.3562376,59.2429857,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,119.31,8617.07,6743,889.15,98.79444444,0.0,0.0,0,47622511.52,60158,6684.222222,29.7082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.387,0.0,56.2076,79.39,56.2076,79.39,0.0,100.0,100.0,100.0,28.1885,38.7879,43.20217277,21.37587555,25,25
529,52.27146431,51.35808355,58.00601646,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,8,109.39,7336.63,6123,843.88,105.485,0.0,0.0,0,44469202.27,51166,6395.75,27.2126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8832,0.0,59.774,77.3293,59.774,77.3293,0.0,100.0,99.5798,100.0,23.8949,36.1487,41.48523305,20.46413162,25,25
530,59.40571456,59.13032055,65.51804949,0,0,0,1,1,0,0,0,2,5,27,0,0,0,5,0,0,0,9,92.28,8585.84,11066,871.24,96.80444444,0.0,0.0,0,41317318.25,65133,7237.0,22.9082,0.0,0.0,0.0,100.0,0.0,0.0,0.0,25.943,0.0,49.3736,80.0029,49.3736,80.0029,0.0,98.8764,88.6555,0.0,28.0838,33.5107,57.60746511,36.19152142,50,50
531,60.26026458,59.21044134,65.90014141,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,8,88.09,6562.16,9287,829.8,103.725,0.0,0.0,0,39797849.81,50919,6364.875,21.8541,0.0,0.0,0.0,100.0,0.0,0.0,0.0,26.0987,0.0,60.1557,77.8714,60.1557,77.8714,0.0,100.0,100.0,0.0,21.2978,32.2389,56.00179455,36.03427862,50,50
532,52.27204422,51.20797569,57.59575679,0,0,0,0,1,0,0,1,1,0,3,0,0,0,0,0,0,1,8,82.35,7305.4,10446,825.97,103.24625,0.0,0.0,0,38164009.01,56141,7017.625,20.4101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7161,0.0,52.0857,78.0188,52.0857,78.0188,0.0,100.0,98.7395,0.0,23.7901,30.8714,35.85128198,15.74275929,25,25
533,53.24121684,51.30033123,58.02974365,0,0,0,1,1,0,0,0,1,0,3,0,0,0,3,0,0,0,8,88.09,6562.16,9287,829.8,103.725,0.0,0.0,0,39797849.81,50919,6364.875,21.8541,0.0,0.0,0.0,100.0,0.0,0.0,0.0,22.8928,0.0,60.1557,77.8714,60.1557,77.8714,0.0,100.0,98.7395,0.0,21.2978,32.2389,55.65600068,35.62545954,50,50
534,117.8487862,122.9209432,129.6637358,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3,24.65,3005.38,4595,703.66,234.5533333,0.0,0.0,0,7643097.99,22572,7524.0,5.8943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0714,0.0,45.8254,37.5756,45.8254,37.5756,0.0,100.0,99.5798,100.0,9.371,5.3263,25.676015,17.94140957,25,25
535,119.1427585,123.693014,130.6122494,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,24.65,3005.38,4595,703.66,234.5533333,0.0,0.0,0,7643097.99,22572,7524.0,5.8943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.4578,0.0,45.8254,37.5756,45.8254,37.5756,0.0,100.0,100.0,100.0,9.371,5.3263,25.72305403,18.00945701,25,25
536,110.7883769,115.0275057,121.7916655,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,24.65,3005.38,4595,703.66,234.5533333,0.0,0.0,0,7643097.99,22572,7524.0,5.8943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.8649,0.0,45.8254,37.5756,45.8254,37.5756,100.0,100.0,100.0,100.0,9.371,5.3263,25.36376645,17.65016943,25,25
537,112.1638308,115.8516473,122.8003317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24.65,3005.38,4595,703.66,234.5533333,0.0,0.0,0,7643097.99,22572,7524.0,5.8943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.2757,0.0,45.8254,37.5756,45.8254,37.5756,0.0,100.0,100.0,100.0,9.371,5.3263,25.4048523,17.69125528,25,25
538,120.8464202,124.8541114,131.9266123,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,13.33,1455.7,2890,377.55,188.775,0.0,0.0,0,4373884.64,12222,6111.0,3.0465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.9931,0.0,63.2943,51.6755,63.2943,51.6755,0.0,100.0,100.0,100.0,4.1745,2.5901,28.81666904,17.11106667,25,25
539,113.971862,117.0897097,124.1964735,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,26.33,4447.66,5794,1060.21,265.0525,0.0,0.0,0,12438121.13,30778,7694.5,6.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.8444,0.0,43.7175,28.1817,43.7175,28.1817,0.0,100.0,99.1597,100.0,14.2073,9.3396,23.95419269,18.75125858,25,25
540,116.1922791,118.7287444,125.9672079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26.33,4447.66,5794,1060.21,265.0525,0.0,0.0,0,12438121.13,30778,7694.5,6.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.5657,0.0,43.7175,28.1817,43.7175,28.1817,0.0,100.0,100.0,100.0,14.2073,9.3396,24.04312648,18.88220918,25,25
541,118.8019616,120.7524241,128.0970007,0,0,0,1,0,0,0,0,0,14,18,0,0,0,7,0,0,0,4,26.33,4447.66,5794,1060.21,265.0525,0.0,0.0,0,12438121.13,30778,7694.5,6.317,0.0,0.0,0.0,100.0,0.0,0.0,0.0,51.4332,0.0,43.7175,28.1817,43.7175,28.1817,0.0,96.8539,92.437,100.0,14.2073,9.3396,43.97861852,38.43954996,25,50
542,121.7758855,123.1417862,130.5682814,0,0,0,1,0,1,0,0,0,0,2,0,0,0,6,1,0,0,4,26.33,4447.66,5794,1060.21,265.0525,0.0,0.0,0,12438121.13,30778,7694.5,6.317,0.0,0.0,0.0,100.0,0.0,0.0,0.0,52.4399,0.0,43.7175,28.1817,43.7175,28.1817,100.0,100.0,99.1597,100.0,14.2073,9.3396,44.21373462,39.01080052,25,50
543,125.0880752,125.8760075,133.3620671,0,0,0,1,0,1,0,1,0,1,5,0,0,0,10,1,1,1,4,26.33,4447.66,5794,1060.21,265.0525,3.31,193.78,14808449,12438121.13,30778,7694.5,6.317,2.0141,15.7517,2.0958,100.0,0.0,0.0,0.0,53.5778,0.0,43.7175,28.1817,43.7175,28.1817,100.0,99.7753,97.8992,100.0,14.2073,9.3396,44.30232341,39.0363641,25,50
544,128.7124184,128.9331493,136.4585493,0,0,0,1,0,0,0,1,0,1,2,0,0,0,5,0,0,1,4,26.33,4447.66,5794,1060.21,265.0525,0.0,0.0,0,12438121.13,30778,7694.5,6.317,0.0,0.0,0.0,100.0,0.0,0.0,0.0,54.8391,0.0,43.7175,28.1817,43.7175,28.1817,0.0,99.7753,99.1597,100.0,14.2073,9.3396,44.45366206,39.25072796,25,50
545,132.6233268,132.2908249,139.8376208,0,0,0,1,0,0,0,1,0,32,14,0,1,0,9,0,0,2,4,26.33,4447.66,5794,1060.21,265.0525,0.0,0.0,0,12438121.13,30778,7694.5,6.317,0.0,0.0,0.0,100.0,0.0,0.0,100.0,56.2155,0.0,43.7175,28.1817,43.7175,28.1817,0.0,92.809,94.1176,100.0,14.2073,9.3396,44.49046096,59.03542602,25,100
546,136.7962242,135.9267638,143.479316,0,0,0,1,0,0,0,1,0,25,28,0,1,0,14,0,1,5,4,26.33,4447.66,5794,1060.21,265.0525,7.25,297.71,23318789,12438121.13,30778,7694.5,6.317,4.4116,24.1997,3.3003,100.0,0.0,0.0,100.0,57.6989,0.0,43.7175,28.1817,43.7175,28.1817,0.0,94.382,88.2353,100.0,14.2073,9.3396,44.52115055,58.77199796,25,100
547,141.2078852,139.8192579,147.3641641,0,0,0,1,0,0,1,1,0,0,1,0,0,0,2,0,0,5,4,26.33,4447.66,5794,1060.21,265.0525,0.0,0.0,0,12438121.13,30778,7694.5,6.317,0.0,0.0,0.0,100.0,0.0,0.0,0.0,59.2813,100.0,43.7175,28.1817,43.7175,28.1817,0.0,100.0,99.5798,100.0,14.2073,9.3396,47.90628227,39.72435657,25,50
548,145.8366445,143.9474949,151.4734577,0,0,0,1,0,0,1,1,0,3,3,0,0,0,7,0,0,5,5,50.6,5090.52,7727,1275.56,255.112,0.0,0.0,0,19437091.36,34401,6880.2,12.4226,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.9551,100.0,53.7847,31.2434,53.7847,31.2434,0.0,99.3258,98.7395,100.0,16.363,15.1976,50.17741822,40.79455002,50,50
549,150.6624926,148.2917864,155.7894345,0,0,0,1,0,0,0,1,0,6,2,0,1,0,10,0,0,5,5,50.6,5090.52,7727,1275.56,255.112,0.0,0.0,0,19437091.36,34401,6880.2,12.4226,0.0,0.0,0.0,100.0,0.0,0.0,100.0,62.7132,0.0,53.7847,31.2434,53.7847,31.2434,0.0,98.6517,99.1597,100.0,16.363,15.1976,47.36162364,60.99976385,25,100
550,155.6671019,152.8337081,160.2954002,0,0,0,0,0,1,0,1,0,3,5,0,0,0,0,1,0,2,5,50.6,5090.52,7727,1275.56,255.112,0.0,0.0,0,19437091.36,34401,6880.2,12.4226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.5486,0.0,53.7847,31.2434,53.7847,31.2434,100.0,99.3258,97.8992,100.0,16.363,15.1976,27.51995441,21.09506941,25,25
551,170.9363568,168.1512148,175.5741886,0,0,0,1,0,1,1,1,0,0,1,0,0,0,2,1,0,1,1,1.68,1442.28,1199,356.55,356.55,0.0,0.0,0,4795023.15,8206,8206.0,0.1157,0.0,0.0,0.0,100.0,0.0,0.0,0.0,70.772,100.0,37.3939,0.0,37.3939,0.0,100.0,100.0,99.5798,100.0,4.1295,2.9426,38.12961382,38.89644291,25,50
552,160.8337854,157.5561679,164.9757859,0,0,0,1,0,1,0,1,0,0,6,0,0,0,4,1,0,1,5,50.6,5090.52,7727,1275.56,255.112,0.0,0.0,0,19437091.36,34401,6880.2,12.4226,0.0,0.0,0.0,100.0,0.0,0.0,0.0,66.455,0.0,53.7847,31.2434,53.7847,31.2434,100.0,100.0,97.479,100.0,16.363,15.1976,47.70219653,41.25630312,25,50
553,166.1474229,162.4434195,169.8161682,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,5,50.6,5090.52,7727,1275.56,255.112,0.0,0.0,0,19437091.36,34401,6880.2,12.4226,0.0,0.0,0.0,100.0,0.0,0.0,0.0,68.4266,0.0,53.7847,31.2434,53.7847,31.2434,100.0,100.0,99.5798,100.0,16.363,15.1976,47.94137594,41.60052455,25,50
554,103.7400234,107.1381553,113.9263852,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,29.21,3678.17,5880,793.53,198.3825,0.0,0.0,0,9403602.31,27846,6961.5,7.0415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.6611,0.0,52.7796,48.7164,52.7796,48.7164,100.0,100.0,100.0,100.0,11.627,6.7998,28.94506165,17.77733867,25,25
555,105.2076658,108.0219187,115.0033435,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,24.65,3005.38,4595,703.66,234.5533333,0.0,0.0,0,7643097.99,22572,7524.0,5.8943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0998,0.0,45.8254,37.5756,45.8254,37.5756,100.0,100.0,100.0,100.0,9.371,5.3263,25.0872587,17.37366168,25,25
556,96.70636286,99.25388628,106.0694248,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,33.91,4417.81,6633,928.42,185.684,0.0,0.0,0,12513149.57,34191,6838.2,8.2239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.4608,0.0,54.304,52.6276,54.304,52.6276,100.0,100.0,100.0,100.0,14.1073,9.4024,30.56080781,18.06723979,25,25
557,98.27909802,100.2065757,107.2245609,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4,29.21,3678.17,5880,793.53,198.3825,0.0,0.0,0,9403602.31,27846,6961.5,7.0415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.9313,0.0,52.7796,48.7164,52.7796,48.7164,100.0,100.0,99.5798,100.0,11.627,6.7998,28.66367384,17.47494245,25,25
558,107.133157,109.3477895,116.4919846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24.65,3005.38,4595,703.66,234.5533333,0.0,0.0,0,7643097.99,22572,7524.0,5.8943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.7062,0.0,45.8254,37.5756,45.8254,37.5756,0.0,100.0,100.0,100.0,9.371,5.3263,25.14789531,17.43429829,25,25
559,109.4923456,111.0999401,118.3767782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,50.6,5090.52,7727,1275.56,255.112,0.0,0.0,0,19437091.36,34401,6880.2,12.4226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.4739,0.0,53.7847,31.2434,53.7847,31.2434,0.0,100.0,100.0,100.0,16.363,15.1976,25.854506,19.53466301,25,25
560,100.3376375,101.6335078,108.8186127,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,3,24.65,3005.38,4595,703.66,234.5533333,0.0,0.0,0,7643097.99,22572,7524.0,5.8943,0.0,0.0,0.0,100.0,0.0,0.0,0.0,43.5806,0.0,45.8254,37.5756,45.8254,37.5756,100.0,100.0,99.5798,100.0,9.371,5.3263,44.82693359,37.09232816,25,50
561,102.8528167,103.5150718,110.8326434,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,50.6,5090.52,7727,1275.56,255.112,0.0,0.0,0,19437091.36,34401,6880.2,12.4226,0.0,0.0,0.0,100.0,0.0,0.0,0.0,44.401,0.0,53.7847,31.2434,53.7847,31.2434,0.0,100.0,100.0,100.0,16.363,15.1976,45.54721184,39.22736885,25,50
562,89.69084976,91.37603513,98.22279798,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,6,38.45,5083.66,7210,1118.82,186.47,0.0,0.0,0,15890115.06,39995,6665.833333,9.366,0.0,0.0,0.0,100.0,0.0,0.0,0.0,39.2646,0.0,56.4349,52.3855,56.4349,52.3855,100.0,100.0,100.0,100.0,16.34,12.2289,50.92744412,38.35472781,50,50
563,91.38440251,92.40928931,99.46827244,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,1,0,0,5,33.91,4417.81,6633,928.42,185.684,0.0,0.0,0,12513149.57,34191,6838.2,8.2239,0.0,0.0,0.0,100.0,0.0,0.0,0.0,39.7719,0.0,54.304,52.6276,54.304,52.6276,100.0,100.0,99.1597,100.0,14.1073,9.4024,50.27511729,37.73953247,50,50
564,82.69810399,83.50644157,90.38921902,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,4,15.03,2289.08,2966,611.49,152.8725,0.0,0.0,0,9973886.17,20565,5141.25,3.4742,0.0,0.0,0.0,100.0,0.0,0.0,0.0,36.0738,0.0,75.2833,62.7337,75.2833,62.7337,100.0,100.0,99.5798,100.0,6.969,7.2771,51.55601211,36.28750839,50,50
565,84.53186911,84.63507325,91.74020613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,38.45,5083.66,7210,1118.82,186.47,0.0,0.0,0,15890115.06,39995,6665.833333,9.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.6241,0.0,56.4349,52.3855,56.4349,52.3855,0.0,100.0,100.0,100.0,16.34,12.2289,30.66338963,18.09067332,25,25
566,93.59470823,93.95369321,101.1834542,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,33.91,4417.81,6633,928.42,185.684,0.0,0.0,0,12513149.57,34191,6838.2,8.2239,0.0,0.0,0.0,100.0,0.0,0.0,0.0,40.4706,0.0,54.304,52.6276,54.304,52.6276,0.0,100.0,100.0,100.0,14.1073,9.4024,50.36178827,37.86822026,50,50
567,96.28618699,95.98457607,103.344959,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,48.91,3648.24,6528,919.01,229.7525,0.0,0.0,0,14642068.21,26195,6548.75,11.9975,0.0,0.0,0.0,100.0,0.0,0.0,0.0,41.351,0.0,57.8824,39.0543,57.8824,39.0543,100.0,100.0,100.0,100.0,11.5267,11.1843,46.25802581,37.86041609,25,50
568,86.91661108,86.31756877,93.59588361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,33.91,4417.81,6633,928.42,185.684,0.0,0.0,0,12513149.57,34191,6838.2,8.2239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.3799,0.0,54.304,52.6276,54.304,52.6276,0.0,100.0,100.0,100.0,14.1073,9.4024,30.05272484,17.55915683,25,25
569,89.80844993,88.52235221,95.92696656,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,6,58.17,5060.67,8566,1143.77,190.6283333,0.0,0.0,0,19512119.79,37814,6302.333333,14.327,0.0,0.0,0.0,100.0,0.0,0.0,0.0,38.3295,0.0,60.9289,51.1047,60.9289,51.1047,100.0,100.0,100.0,100.0,16.2629,15.2604,50.89285476,38.61574221,50,50
570,112.257891,113.2585873,120.6391571,0,0,0,1,0,1,0,0,0,0,4,0,0,0,1,1,0,0,5,50.6,5090.52,7727,1275.56,255.112,0.0,0.0,0,19437091.36,34401,6880.2,12.4226,0.0,0.0,0.0,100.0,0.0,0.0,0.0,48.3954,0.0,53.7847,31.2434,53.7847,31.2434,100.0,100.0,98.3193,100.0,16.363,15.1976,45.91304571,39.5091691,25,50
571,115.4005819,115.8010003,123.2583305,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7,1,0,0,5,50.6,5090.52,7727,1275.56,255.112,0.0,0.0,0,19437091.36,34401,6880.2,12.4226,0.0,0.0,0.0,100.0,0.0,0.0,0.0,49.4623,0.0,53.7847,31.2434,53.7847,31.2434,100.0,100.0,100.0,100.0,16.363,15.1976,46.05334557,39.73350258,25,50
572,105.7920708,105.8270204,113.2442466,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,5,50.6,5090.52,7727,1275.56,255.112,0.0,0.0,0,19437091.36,34401,6880.2,12.4226,0.0,0.0,0.0,100.0,0.0,0.0,0.0,45.3833,0.0,53.7847,31.2434,53.7847,31.2434,100.0,100.0,100.0,100.0,16.363,15.1976,45.64544332,39.32560033,25,50
573,109.1211366,108.5418546,116.0286337,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,5,50.6,5090.52,7727,1275.56,255.112,0.0,0.0,0,19437091.36,34401,6880.2,12.4226,0.0,0.0,0.0,100.0,0.0,0.0,0.0,46.5174,0.0,53.7847,31.2434,53.7847,31.2434,100.0,100.0,99.5798,100.0,16.363,15.1976,45.750456,39.40960461,25,50
574,118.890515,118.7025218,126.2120873,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3,1,0,0,5,50.6,5090.52,7727,1275.56,255.112,0.0,0.0,0,19437091.36,34401,6880.2,12.4226,0.0,0.0,0.0,100.0,0.0,0.0,0.0,50.6655,0.0,53.7847,31.2434,53.7847,31.2434,100.0,100.0,99.5798,100.0,16.363,15.1976,46.16525716,39.82440577,25,50
575,122.698063,121.9375184,129.4775293,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,50.6,5090.52,7727,1275.56,255.112,0.0,0.0,0,19437091.36,34401,6880.2,12.4226,0.0,0.0,0.0,100.0,0.0,0.0,0.0,51.9956,0.0,53.7847,31.2434,53.7847,31.2434,0.0,100.0,100.0,100.0,16.363,15.1976,46.3066713,39.98682831,25,50
576,112.8055084,111.630183,119.1596749,0,0,0,1,0,1,0,0,0,0,4,0,0,0,2,1,0,0,6,112.82,5957.73,8630,1358.46,226.41,0.0,0.0,0,33518463.08,37518,6253.0,28.0755,0.0,0.0,0.0,100.0,0.0,0.0,0.0,47.7928,0.0,61.5388,40.0838,61.5388,40.0838,100.0,100.0,98.3193,100.0,19.271,26.9833,50.70894242,41.21214714,50,50
577,116.8115697,115.061934,122.6108143,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,112.82,5957.73,8630,1358.46,226.41,0.0,0.0,0,33518463.08,37518,6253.0,28.0755,0.0,0.0,0.0,100.0,0.0,0.0,0.0,49.1986,0.0,61.5388,40.0838,61.5388,40.0838,0.0,100.0,100.0,100.0,19.271,26.9833,50.88313064,41.47036896,50,50
578,99.41976747,98.47184238,105.9254667,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,4,48.91,3648.24,6528,919.01,229.7525,0.0,0.0,0,14642068.21,26195,6548.75,11.9975,0.0,0.0,0.0,100.0,0.0,0.0,0.0,42.4021,0.0,57.8824,39.0543,57.8824,39.0543,100.0,100.0,99.5798,100.0,11.5267,11.1843,46.3547339,37.93611577,25,50
579,102.9550891,101.3819066,108.8951924,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,6,112.82,5957.73,8630,1358.46,226.41,0.0,0.0,0,33518463.08,37518,6253.0,28.0755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.6118,0.0,61.5388,40.0838,61.5388,40.0838,100.0,100.0,99.5798,100.0,19.271,26.9833,30.31605081,20.88228073,25,25
580,93.16017409,91.21155617,98.69977546,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,5,53.47,4321.04,7813,1008.88,201.776,0.0,0.0,0,16402572.53,31469,6293.8,13.1447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.4589,0.0,61.0344,47.6712,61.0344,47.6712,100.0,100.0,99.5798,100.0,13.7828,12.6578,29.2049176,18.08934132,25,25
581,96.92408496,94.34376459,101.8782481,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,5,111.14,4515.45,7431,1001.91,200.382,0.0,0.0,0,28723439.94,29312,5862.4,27.6528,0.0,0.0,0.0,100.0,0.0,0.0,0.0,40.7536,0.0,66.3678,48.1005,66.3678,48.1005,100.0,100.0,100.0,100.0,14.4347,22.97,51.11621315,39.56391433,50,50
582,106.8522842,104.6795127,112.2232409,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,112.82,5957.73,8630,1358.46,226.41,0.0,0.0,0,33518463.08,37518,6253.0,28.0755,0.0,0.0,0.0,100.0,0.0,0.0,0.0,44.9674,0.0,61.5388,40.0838,61.5388,40.0838,0.0,100.0,100.0,100.0,19.271,26.9833,50.4600151,41.04725342,50,50
583,111.0732674,108.3292743,115.8787411,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,6,112.82,5957.73,8630,1358.46,226.41,0.0,0.0,0,33518463.08,37518,6253.0,28.0755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.4564,0.0,61.5388,40.0838,61.5388,40.0838,0.0,100.0,99.5798,100.0,19.271,26.9833,30.6005107,21.16674062,25,25
